1585454361.8538225	2020-03-29 11:59:21	5	6	22.0	20.1925	99.5172
1585454395.1119604	2020-03-29 11:59:55	5	6	22.0	20.0855	73.1332
1585454429.4110353	2020-03-29 12:00:29	5	6	22.0	20.0855	70.5747
1585454463.7864394	2020-03-29 12:01:03	5	6	22.0	20.0855	70.4969
1585454497.6010854	2020-03-29 12:01:37	5	6	22.0	20.1042	70.4969
1585454530.3787608	2020-03-29 12:02:10	5	6	22.0	20.1042	70.4969
1585454567.8573439	2020-03-29 12:02:47	5	6	22.0	20.1042	70.4969
1585454603.4923558	2020-03-29 12:03:23	5	6	22.0	20.1042	70.4969
1585454638.0013347	2020-03-29 12:03:58	5	6	22.0	20.1042	70.4969
1585454671.8282206	2020-03-29 12:04:31	5	6	22.0	20.1042	70.4969
1585454706.3084352	2020-03-29 12:05:06	5	6	22.0	20.1042	70.4969
1585454739.2102351	2020-03-29 12:05:39	5	6	22.0	20.1042	70.4969
1585454770.8999295	2020-03-29 12:06:10	5	6	22.0	20.1042	70.4969
1585454807.6661923	2020-03-29 12:06:47	5	6	22.0	20.1042	70.4969
1585454841.8849487	2020-03-29 12:07:21	5	6	22.0	20.1042	70.4969
1585454875.3714654	2020-03-29 12:07:55	5	6	22.0	20.1042	70.4969
1585454909.0607288	2020-03-29 12:08:29	5	6	22.0	20.1042	70.4969
1585454942.0315125	2020-03-29 12:09:02	5	6	22.0	20.1042	70.4969
1585454975.7348802	2020-03-29 12:09:35	5	6	22.0	20.1042	70.4969
1585455018.6271439	2020-03-29 12:10:18	5	6	22.0	20.2171	70.4969
1585455052.8296714	2020-03-29 12:10:52	5	6	22.0	20.2171	70.4969
1585455087.0310354	2020-03-29 12:11:27	5	6	22.0	20.2171	70.4969
1585455126.8679471	2020-03-29 12:12:06	5	6	22.0	20.2171	70.4969
1585455160.8655598	2020-03-29 12:12:40	5	6	22.0	20.2171	70.4969
1585455195.8845453	2020-03-29 12:13:15	5	6	22.0	20.2171	70.4969
1585455230.0881407	2020-03-29 12:13:50	5	6	22.0	20.2171	70.4969
1585455264.1844413	2020-03-29 12:14:24	5	6	22.0	20.2171	70.4969
1585455297.8742456	2020-03-29 12:14:57	5	6	22.0	20.2171	70.4969
1585455331.6911004	2020-03-29 12:15:31	5	6	22.0	20.2171	70.4969
1585455365.4603899	2020-03-29 12:16:05	5	6	22.0	20.3096	70.4969
1585455399.7140341	2020-03-29 12:16:39	5	6	22.0	20.3096	70.4969
1585455433.7594430	2020-03-29 12:17:13	5	6	22.0	20.3096	70.4969
1585455467.6541250	2020-03-29 12:17:47	5	6	22.0	20.3096	70.4969
1585455501.8132341	2020-03-29 12:18:21	5	6	22.0	20.3096	70.4969
1585455535.6500270	2020-03-29 12:18:55	5	6	22.0	20.3096	70.4969
1585455569.9520314	2020-03-29 12:19:29	5	6	22.0	20.3096	70.4969
1585455604.2575963	2020-03-29 12:20:04	5	6	22.0	20.3096	70.4969
1585455637.7448707	2020-03-29 12:20:37	5	6	22.0	20.3096	70.4969
1585455672.6613092	2020-03-29 12:21:12	5	6	22.0	20.3096	70.4969
1585455707.9034615	2020-03-29 12:21:47	5	6	22.0	20.4012	70.4969
1585455742.0878272	2020-03-29 12:22:22	5	6	22.0	20.4012	70.4969
1585455776.4936604	2020-03-29 12:22:56	5	6	22.0	20.4012	70.4969
1585455810.4904914	2020-03-29 12:23:30	5	6	22.0	20.4012	70.4969
1585455845.9238167	2020-03-29 12:24:05	5	6	22.0	20.4012	70.4969
1585455880.1282356	2020-03-29 12:24:40	5	6	22.0	20.4012	70.4969
1585455921.1283495	2020-03-29 12:25:21	5	6	22.0	20.4012	70.4969
1585455956.7207787	2020-03-29 12:25:56	5	6	22.0	20.4012	70.4969
1585455990.1053317	2020-03-29 12:26:30	5	6	22.0	20.4012	70.4969
1585456024.3049722	2020-03-29 12:27:04	5	6	22.0	20.4012	70.4969
1585456059.1628873	2020-03-29 12:27:39	5	6	22.0	20.4012	70.4969
1585456105.6132188	2020-03-29 12:28:25	5	6	22.0	20.4012	70.4969
1585456148.4134305	2020-03-29 12:29:08	5	6	22.0	20.4012	70.4969
1585456198.2890651	2020-03-29 12:29:58	5	6	22.0	20.4012	70.4969
1585456243.9552863	2020-03-29 12:30:43	5	6	22.0	20.4012	70.4969
1585456278.9759378	2020-03-29 12:31:18	5	6	22.0	20.4012	70.4969
1585456312.3584907	2020-03-29 12:31:52	5	6	22.0	20.5163	70.4969
1585456346.1404748	2020-03-29 12:32:26	5	6	22.0	20.5163	70.4969
1585456379.5308933	2020-03-29 12:32:59	5	6	22.0	20.5163	70.4969
1585456413.6316473	2020-03-29 12:33:33	5	6	22.0	20.5163	70.4969
1585456448.0387683	2020-03-29 12:34:08	5	6	22.0	20.5163	70.4969
1585456482.1403050	2020-03-29 12:34:42	5	6	22.0	20.5163	70.4969
1585456516.0676439	2020-03-29 12:35:16	5	6	22.0	20.5163	70.4969
1585456549.9280443	2020-03-29 12:35:49	5	6	22.0	20.5163	70.4969
