1:20:34:5	7	15	22	22.4683	43.5588	42.0669
1:20:35:20	7	15	22	22.5496	44.005	44.40839999999999
1:20:36:30	7	15	22	21.9219	51.1596	51.62790000000013
1:20:37:45	7	15	22	21.9219	16.127	15.494400000000056
1:20:39:0	7	15	22	22.1586	24.2154	24.519400000000072
1:20:40:10	7	15	22	22.1709	37.9132	38.330900000000014
1:20:41:25	7	15	22	22.0142	36.7876	36.31140000000001
1:20:42:35	7	15	22	22.1592	28.0426	27.57939999999997
1:20:43:50	7	15	22	22.3924	28.0426	38.70089999999995
1:20:45:0	7	15	22	22.6916	51.0114	51.31389999999995
1:20:46:15	7	15	22	22.1179	67.4228	67.7299000000001
1:20:47:30	7	15	22	22.0993	32.8127	32.27789999999993
1:20:48:40	7	15	22	21.972	39.8962	40.3569
1:20:49:55	7	15	22	21.8364	33.9504	33.4944000000001
1:20:51:5	7	15	22	21.7106	27.5946	27.127900000000068
1:20:52:20	7	15	22	22.149	21.262	20.795899999999975
1:20:53:30	7	15	22	22.5003	47.1605	47.53990000000009
1:20:54:45	7	15	22	22.9957	62.294	62.786899999999974
1:20:56:0	7	15	22	21.8869	89.3336	89.74289999999999
1:20:57:10	7	15	22	20.4121	21.7044	20.76240000000007
1:20:58:25	7	15	22	20.5922	0.0	0
1:20:59:35	7	15	22	20.798	24.6421	24.98849999999999
1:21:0:50	7	15	22	21.0727	27.2814	27.59599999999999
1:21:2:5	7	15	22	21.3596	34.5053	34.98100000000015
1:21:3:15	7	15	22	21.5157	43.0965	43.43800000000007
1:21:4:30	7	15	22	21.4316	44.939	45.298500000000004
1:21:5:40	7	15	22	21.3645	35.9571	35.489500000000056
1:21:6:55	7	15	22	21.65	30.389	29.88300000000005
1:21:8:5	7	15	22	21.9384	44.4046	44.841999999999985
1:21:9:20	7	15	22	21.8024	55.8156	56.113500000000165
1:21:10:35	7	15	22	21.6801	43.7796	43.31949999999996
1:21:11:45	7	15	22	21.6801	37.4983	37.033500000000046
